comment,category
"Bienvenidos a Roma, donde estamos hablando de sarcasmobol. Estoy emocionado de hablar sobre sarcasmobol porque es fascinante. Me acompaña Randy Marsh, entrenador de los Denver Broncos e inventor de sarcasmobol. Gracias por estar aquí, Randy. Estoy encantado de",Sarcástico
"Parece que algunos ex jugadores de la NFL están entrando al campo. Martin Gregors está allí para la seguridad y el defensor Jim Harrys también está presente. Parece que lleva los pantalones demasiado cortos. Alguien debería avisarle. Y Mike Tetfield, que está haciendo un gran trabajo fingiendo ser el que lleva puesto, está muy bien.",Sarcástico
"Por supuesto, en este punto no puedo evitar ser sarcástico.",Sarcástico
En el cielo,Sarcástico
Adiós,Sarcástico
"En serio, no.",No sarcástico
"Gracias, señor comisionado. Me emociona ser parte de todo esto. Gracias.",Sarcástico
¿Qué? ¿Ya terminaste de organizar los archivos?,Sarcástico
"—No, quería ver si necesitaba llevar una bolsa con dinero.",Sarcástico
"Sí, somos tus padres, no podemos decirte qué hacer.",Sarcástico
"Lo siento, lo siento, esperen, no debería ser sarcástico. Déjenme intentarlo de nuevo. Escuchen todos, si permiten que sus hijos jueguen al sarcasmo, son brillantes.",Sarcástico
"Sí, yo soy el que inventó el sarcasmobol. No tengo forma de saber cómo entrenarlos.",Sarcástico
"¡Bien hecho, árbitros del partido!",Sarcástico
"Hola, me encanta el sarcasmoball como a todo el mundo. Sin embargo, a veces es tan emocionante que necesito más energía para poder terminar de ver un partido. Entonces es cuando busco una botella de esta bebida cremosa de Butters",Sarcástico
"Vale, hay muchas estadísticas interesantes, Dan. Estamos muy preocupados y esperando a ver si hay una conexión directa entre el fútbol y las lesiones en la cabeza.",Sarcástico
"¡Vaya! ¡Buen trabajo, Cilo! ¡Qué bueno verte en televisión!",Sarcástico
"Vaya, esto es increíble, mi semana acaba de mejorar mucho.",Sarcástico
¡Sé duro con ellos! ¡Muestra amor con compasión!,Sarcástico
"¿Cómo van las cosas? ¡Fantástico! Nadie ha resultado herido, los niños están recibiendo lecciones importantes sobre el cariño y la protección, que es lo que importa en el mundo.",Sarcástico
"Cuando dos padres se aman profundamente, ves a Slater.",Sarcástico
"USUARIO, USUARIO, ¿estás celoso de que esté tan bien dotado?",Sarcástico
Les encantará. Un deporte en el que la seguridad es lo único que importa. ¿Por qué no lo llamamos sarcasmobol?,Sarcástico
"Gracias, Jim, porque esa siempre fue mi intención desde que se me ocurrió la idea, sabía que iba a terminar así.",Sarcástico
Me encanta el Sarcasmoball. Creo que es superior al fútbol. Me alegra que no haya violencia en los deportes y que el Sarcasmoball sea mucho más entretenido de ver.,Sarcástico
"Randy, primero quiero agradecerte por haber convertido un juego que nos encanta en una pesadilla. ¡Bien hecho!",Sarcástico
Mencionaste algo sobre un plan.,Sarcástico
"No, definitivamente no.",Sarcástico
¿Dónde se adquirirá la leche materna?,Sarcástico
¿Has cruzado el gran río?,Sarcástico
"¡Hurra! ¡Vamos Broncos, vamos! ¡Qué alegría!",Sarcástico
"Sí, todo el mundo debería llevar sujetador. Y en lugar de cascos, gorros de papel de aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros.",Sarcástico
Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Dejemos que miles de personas jueguen al sarcasmo y acaben como yo!,Sarcástico
"No, amigo, es fantástico.",Sarcástico
"Gracias doctor, muchas gracias.",Sarcástico
"Sí, tengo mucho tiempo para eso, Sharon. De hecho, ¿por qué no preparas una cena de cuatro platos para todos? O, mejor aún, una cena de siete platos.",Sarcástico
¿En serio? ¿Crees que existe una conexión real entre el sarcasmo y el sarcasmobol? ¡Qué interesante! ¡Continúa!,Sarcástico
"""¿Practicar un lunes después de una victoria? ¡Genial!""",Sarcástico
"Hola, todos, escuchen. Hay algo que deben saber sobre el sarcasmobol: es un juego completamente seguro, sí, súper seguro, es tan seguro que todos los niños del país deberían jugarlo.",Sarcástico
"¡Sí, soy fanática de todos tus temas de moda!",Sarcástico
"¿Ves esto? Ya que estamos, podríamos sustituir la pelota por un globo. La persona que atrape el globo correrá mientras los demás jugadores se abrazan.",Sarcástico
"No, USUARIO. ¡Eso no es verdad!",Sarcástico
¿De dónde? ¿De la vagina de tu madre?,Sarcástico
"Oh no, es un maldito campo multiusos.",Sarcástico
"Linda, la pequeña pajarita de Stan",Sarcástico
"Sí, no, no. Bien hecho por ti.",Sarcástico
"Bueno, tengo una idea aún más brillante. Utilicemos los fondos de investigación sobre el cáncer y las enfermedades genéticas para crear anuncios que adviertan: ""Ey, público, tal vez el sarcasmo no sea bueno para vuestra mente"".",Sarcástico
Es necesario observar lo generoso.,Sarcástico
"Por supuesto, el que fuma al lado de la chica.",Sarcástico
"Sabía, en lo más profundo de mi corazón, que yo era uno de los buenos.",Sarcástico
"¡Vamos, dense piernas en la espalda!",Sarcástico
"No, no, el sarcasmobol no tiene nada que ver, simplemente disfruto mucho del sarcasmo y necesito encontrar excusas.",Sarcástico
Caminando con una empanada familiar.,Sarcástico
Mi hijo está jugando a ese juego ahora mismo. Me alegra ver que se preocupa por su seguridad.,Sarcástico
"Como comisionado de la NFL, me emociona ver a la generación más joven de nuestro país abrazar el sarcasmo en lugar del fútbol tradicional. Pero, ¿por qué detenerse allí? Dado que el fútbol es un deporte bárbaro, también deberíamos cambiar. Demos la bienvenida al nuevo entrenador de los Denver Broncos, Randy Marsh. Felicitaciones Marsh, gran",Sarcástico
"Es evidente que cree que tiene un plan, así que ¡vamos, dejémosle hablar!",Sarcástico
"Cielo celestial, sí. Me encantaría ser el entrenador del equipo de sarcasmobol.",Sarcástico
"Sí, no queremos que los niños se lastimen jugando al fútbol. Sin embargo, creo que tengo una manera de mejorarlo aún más. ¿Por qué los jugadores no usan protectores?",Sarcástico
"Pero, señor, ¿cree usted que las armas son indispensables? Se lo pregunto con sinceridad.",Sarcástico
"Por supuesto, algo cambió en mi cerebro y ahora no puedo evitar ser sarcástico.",Sarcástico
¿Por qué prefieres que no beba alcohol?,Sarcástico
"Sí, sí, estamos cansados de que nuestros niños se lastimen y se lesionen en el campo. Hagamos del sarcasmobol el deporte oficial en todas las escuelas.",Sarcástico
Esto es genial. Es maravilloso que hayan venido en gran número a mostrar su apoyo al sarcasmo.,Sarcástico
"Realmente lo pienso. Ayúdame, Sharon, ayúdame.",Sarcástico
"Sí, Stan, eso es lo que la gente quiere. No te preocupes, te ves genial.",Sarcástico
"¡Vamos, Broncos, vamos!",Sarcástico
Ya sea en un motel o en un baño...,Sarcástico
"Sí, por supuesto, sobre todo después de Malvinas.",Sarcástico
"Perdón, me equivoqué. Lo que intento decir es que sería genial tener diez ligas de sarcasmoball para que todos pudieran participar. ¡Guau!",Sarcástico
"Sí, me asustó mucho la agresiva línea delantera del otro equipo.",Sarcástico
¿Hacer ejercicio un lunes? ¡Eso era exactamente lo que tenía en mente!,Sarcástico
¿Sabes qué? Tengo un paciente de Alzheimer de cincuenta años esperándome y ni siquiera reconoce a su familia. Dejemos esa situación de lado y centrémonos en los posibles efectos del sarcasmobol en el cerebro.,Sarcástico
"Oh sí, eso es bueno.",Sarcástico
"Bienvenidos a Roma, donde hablaremos sobre el sarcasmobol. Me entusiasma hablar sobre el sarcasmobol porque es muy interesante. Me acompaña el entrenador de los Broncos de Denver y el inventor del sarcasmobol, Randy Marsh. Gracias por estar aquí, Randy. Estoy encantado.",Sarcástico
"Parece que algunos ex jugadores de la NFL están entrando al campo. Martin Gregors está ahí para brindar seguridad, junto con el defensor Jim Harrys, que parece tener los pantalones arremangados. Alguien debería avisarle. Y está el talentoso Mike Tetfield, que parece estar horneando un pastel imaginario.",Sarcástico
"Por supuesto, en este punto no puedo evitar ser sarcástico.",Sarcástico
En el cielo,Sarcástico
Adiós,Sarcástico
"En serio, no.",Sarcástico
"Gracias, señor comisionado. Me emociona ser parte de todo esto, gracias.",Sarcástico
¿Qué? ¿Ya terminaste de organizar tus archivos?,Sarcástico
No era para saber si necesitaba llevar una bolsa con signos de dólar.,Sarcástico
"Sí, somos tus padres, pero no podemos decirte qué hacer.",Sarcástico
"Perdón, perdón, un momento, no debería ser sarcástico. Déjenme intentarlo de nuevo. Escuchen todos, si permiten que sus hijos jueguen al sarcasmo, son brillantes.",Sarcástico
"Sí, yo soy el que inventó el sarcasmobol. No tengo forma de saber cómo entrenarlos.",Sarcástico
"¡Bien hecho, árbitros del partido!",Sarcástico
"Hola, me encanta el sarcasmoball tanto como a cualquiera. Sin embargo, a veces es tan emocionante que necesito más energía para poder ver un partido completo. Es en esos momentos cuando busco una botella de este delicioso y cremoso jugo Butters.",Sarcástico
"Estamos ansiosos por ver si existe una conexión directa entre el fútbol y las lesiones cerebrales, ya que hay muchas estadísticas interesantes sobre el tema.",Sarcástico
"¡Vaya! ¡Buen trabajo, Cilo! ¡Qué bueno verte en televisión!",Sarcástico
"Vaya, esto es increíble, mi semana acaba de mejorar mucho.",Sarcástico
¡Sé duro con ellos! ¡Muestra amor con compasión!,Sarcástico
"¿Cómo van las cosas? ¡Fantástico! No hay heridos, los niños están aprendiendo lecciones importantes sobre el cariño y la protección, que es lo que importa en el mundo.",Sarcástico
"Cuando dos padres se aman profundamente, ves a Slater.",Sarcástico
"Lana, Lana, ¿estás celosa de que esté bien dotada?",Sarcástico
Les encantará. Un deporte en el que la seguridad es lo único que importa. ¿Por qué no lo llamamos sarcasmobol?,Sarcástico
"Gracias, Jim, porque esa siempre fue mi intención desde el momento en que se me ocurrió la idea, sabía que iba a terminar así.",Sarcástico
Me encanta el sarcasmobol. Es mucho mejor que el fútbol. Me alegra que no haya violencia en los deportes. Y el sarcasmobol es más divertido de ver.,Sarcástico
"Randy, primero quiero agradecerte por haber convertido un juego que nos encanta en una pesadilla. ¡Buen trabajo!",Sarcástico
Mencionaste algo sobre un plan.,Sarcástico
"No, definitivamente no.",Sarcástico
¿Dónde se comprará la leche materna?,Sarcástico
¿Has cruzado el gran río?,Sarcástico
"¡Hurra! ¡Vamos Broncos, vamos! ¡Qué alegría!",Sarcástico
"Sí, todo el mundo debería llevar sujetador. Y en lugar de cascos, gorros de papel de aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros.",Sarcástico
Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Dejemos que miles de personas jueguen al sarcasmo y acaben como yo!,Sarcástico
"No amigo, es fantástico.",Sarcástico
"Gracias doctor, muchas gracias.",Sarcástico
"Sí, porque tengo mucho tiempo para eso, Sharon. De hecho, ¿por qué no preparas una cena de cuatro platos para todos? O mejor aún, una cena de siete platos.",Sarcástico
¿En serio? ¿Crees que existe una conexión real entre el sarcasmo y el sarcasmobol? ¡Qué interesante! ¡Continúa!,Sarcástico
¿Practicar un lunes después de una victoria? ¡Genial!,Sarcástico
"Hola, todos, escuchen. Hay algo que deben saber sobre el sarcasmobol: es un juego completamente seguro, sí, súper seguro, es tan seguro que todos los niños del país deberían jugarlo.",Sarcástico
"¡Sí, soy fan de todos tus temas de moda!",Sarcástico
"¿No lo ves? Ya que estamos aquí, podríamos sustituir la pelota por un globo. El que atrape el globo correrá mientras los demás jugadores se abrazan.",Sarcástico
"No, USUARIO. ¡De ningún modo!",Sarcástico
¿De dónde eres? ¿De la vagina de tu madre?,Sarcástico
"""Maldita sea, es un maldito campo multiusos"".",Sarcástico
"Linda corbata pequeña, Stan",Sarcástico
"Sí, no, no. Bien hecho por ti.",Sarcástico
"Bueno, tengo una idea aún más ingeniosa: podemos utilizar los fondos destinados a la investigación del cáncer y de las enfermedades genéticas para crear anuncios que adviertan a los espectadores sobre los posibles efectos negativos del sarcasmo en el cerebro.",Sarcástico
La generosidad de esta persona es increíble.,Sarcástico
"Por supuesto, él es el que fuma al lado de la chica.",Sarcástico
"Sabía, en lo más profundo de mi corazón, que yo era uno de los buenos.",Sarcástico
"Vamos, démonos palmaditas en la espalda.",Sarcástico
"No, no, la bola del sarcasmo no tiene nada que ver con eso, simplemente disfruto mucho el sarcasmo y necesito encontrar excusas.",Sarcástico
Marchando un pastel de tamaño familiar,Sarcástico
Mi hijo está jugando a ese juego ahora mismo. Me alegra ver cuánto te preocupas por su seguridad.,Sarcástico
"Como comisionado de la NFL, me emociona ver a los jóvenes de nuestro país abrazar el sarcasmo en lugar del fútbol tradicional. Pero, ¿por qué detenerse allí? Ya que el fútbol es para bárbaros, nosotros también deberíamos cambiar. Demos la bienvenida al nuevo entrenador de los Denver Broncos, Randy Marsh. Felicitaciones Marsh, gran trabajo.",Sarcástico
"Está claro que cree que tiene un plan, así que ¡déjenle hablar!",Sarcástico
"Cielo celestial, sí. Me encantaría ser el entrenador del equipo de sarcasmobol.",Sarcástico
"Sí, no queremos que los niños se lastimen jugando al fútbol, pero creo que tengo una manera de mejorarlo aún más. ¿Por qué los jugadores no usan sujetadores?",Sarcástico
"Sin embargo, me pregunto sinceramente si las armas son realmente necesarias.",Sarcástico
"Por supuesto, afectó mi cerebro de una manera que ahora no puedo dejar de ser sarcástico.",Sarcástico
¿Por qué prefieres que no beba alcohol?,Sarcástico
"Sí, estamos cansados de que nuestros niños se lastimen jugando en el campo. Vamos a hacer del sarcasmoball el deporte oficial en todas las escuelas.",Sarcástico
Esto es genial. Es genial que hayan venido en grandes cantidades para demostrar su apoyo a Sarcasmobol.,Sarcástico
"Si realmente lo pienso, ayúdame, USUARIO, ayúdame.",Sarcástico
"Sí, Stan, eso es lo que la gente quiere. No te preocupes, te ves genial.",Sarcástico
"¡Vamos, USUARIO, vamos!",Sarcástico
Ya sea en un motel o en un baño...,Sarcástico
"Sí, por supuesto, sobre todo después de las malas experiencias.",Sarcástico
"Perdón, déjame intentarlo de nuevo. Sugiero que deberíamos tener diez ligas de sarcasmobol para que todos puedan participar. ¡Oh, mierda!",Sarcástico
"Sí, el equipo contrario tenía una línea delantera tan agresiva que me asustó mucho.",Sarcástico
¿Hacer ejercicio un lunes? ¡Exactamente lo que tenía en mente!,Sarcástico
¿Sabes qué? Me espera un enfermo de Alzheimer de cincuenta años que ni siquiera recuerda a su familia. Dejemos ese tema de lado y centrémonos en los posibles efectos del sarcasmobol en el cerebro.,Sarcástico
"Oh, sí, eso es bueno.",Sarcástico
"Bienvenidos a Roma, donde hablaremos sobre el sarcasmobol. Me entusiasma hablar sobre el sarcasmobol porque es fascinante. Me acompaña el entrenador de los Denver Broncos e inventor del sarcasmobol, Randy Marsh. Gracias por estar aquí, Randy. Estoy encantado de",Sarcástico
"Parece que algunos ex jugadores de la NFL están entrando al campo. Martin Gregors está allí para la seguridad y el defensor Jim Harrys también está presente. Parece que tiene los pantalones arremangados hasta los tobillos. Alguien debería avisarle. Y luego está el talentoso Mike Tetfield, que parece",Sarcástico
"Por supuesto, en este punto no puedo evitar ser sarcástico.",Sarcástico
En el cielo,Sarcástico
Adiós,Sarcástico
"En serio, no estoy bromeando.",Sarcástico
"Gracias, señor comisionado. Estoy encantado de ser parte de todo esto, gracias.",Sarcástico
¿Qué? ¿Ya terminaste de archivar?,Sarcástico
"No, era para saber si necesitaba llevar una bolsa con signos de dólar.",Sarcástico
"Sí, somos tus padres, no podemos decirte qué hacer.",Sarcástico
"Lo siento, lo siento, un momento, no debería ser sarcástico. Déjame intentarlo de nuevo. Escuchen todos, si permiten que sus hijos jueguen al sarcasmo, son brillantes.",Sarcástico
"Sí, yo soy el que inventó el sarcasmobol. No hay forma de que sepa cómo entrenarlos.",Sarcástico
"¡Bien hecho, árbitros del partido!",Sarcástico
"¡Hola! Me encanta el sarcasmoball como a todo el mundo. Sin embargo, a veces es tan emocionante que necesito más energía para poder terminar de ver un partido. En esos momentos, suelo recurrir a una botella de esta bebida cremosa de But",Sarcástico
"Estamos interesados en ver si existe una conexión directa entre el fútbol y las lesiones en la cabeza, ya que hay muchas estadísticas interesantes sobre el tema.",Sarcástico
"¡Genial! ¡Buen trabajo, Cilo! ¡Qué bueno verte en la televisión!",Sarcástico
"Vaya, esto es genial, mi semana acaba de mejorar mucho.",Sarcástico
¡Sé duro con ellos! ¡Muestra amor con compasión!,Sarcástico
"¿Cómo están? ¡Genial! Nadie está herido, los niños están aprendiendo lecciones importantes sobre el cariño y la protección, ya que eso es lo que importa en este mundo.",Sarcástico
"Cuando dos padres se aman profundamente, ves a Slater.",Sarcástico
"Lana, Lana, ¿estás celosa de que sea tan talentosa?",Sarcástico
"Oh, te va a encantar. Un deporte en el que la seguridad es lo más importante. ¿Por qué no lo llamamos sarcasmoball?",Sarcástico
"Gracias, Jim, porque esa siempre fue mi intención desde que se me ocurrió la idea, sabía que iba a terminar así.",Sarcástico
"Me encanta el sarcasmobol. Es muy superior al fútbol. Me alegra que no haya violencia en los deportes. Además, el sarcasmobol es más divertido de ver.",Sarcástico
"Randy, primero quiero agradecerte por haber convertido un juego que nos encanta en una pesadilla. ¡Buen trabajo!",Sarcástico
Mencionaste algo sobre un plan.,Sarcástico
"No, definitivamente no.",Sarcástico
¿Dónde puedo comprar leche materna?,Sarcástico
¿Has cruzado el gran río?,Sarcástico
"¡Hurra! ¡Vamos USER, vamos! ¡Qué alegría!",Sarcástico
"Sí, todo el mundo debería llevar sujetador. Y en lugar de cascos, gorros de papel de aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros.",Sarcástico
Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Dejemos que miles de personas jueguen al Sarcasmobol y acaben como yo!,Sarcástico
"No amigo, es fantástico.",Sarcástico
"Gracias doctor, muchas gracias.",Sarcástico
"Sí, porque tengo mucho tiempo para eso, Sharon. De hecho, ¿por qué no preparas una cena de cuatro platos para todos? O mejor aún, una cena de siete platos.",Sarcástico
¿De verdad crees que existe una conexión real entre el sarcasmo y el sarcasmobol? ¡Qué interesante! ¡Continúa!,Sarcástico
¿Practicar un lunes después de una victoria? ¡Genial!,Sarcástico
"Todos, escuchen. Hay algo que deben saber sobre el sarcasmobol: es un juego completamente seguro, sí, súper seguro, es tan seguro que todos los niños del país deberían jugarlo.",Sarcástico
"¡Sí, soy un gran fan de todos tus temas de moda!",Sarcástico
"Puede que no te hayas dado cuenta. Ya que estamos, podríamos sustituir la pelota por un globo. La persona que atrape el globo correrá mientras los demás jugadores se abrazan.",Sarcástico
"No, USUARIO. ¡De ningún modo!",Sarcástico
¿De dónde vienes? ¿De la vagina de tu madre?,Sarcástico
"Maldita sea, es un maldito multicampo.",Sarcástico
"Hermosa corbata, Stan - Hermosa corbata, Stan.",Sarcástico
"Sí, no, no. Bien hecho por ti.",Sarcástico
"Bueno, tengo una idea aún más interesante: utilicemos los recursos asignados a la investigación sobre el cáncer y las enfermedades genéticas para crear anuncios que adviertan a la audiencia sobre los efectos negativos del sarcasmo en el cerebro.",Sarcástico
La generosidad es impresionante.,Sarcástico
"Por supuesto, el que está fumando al lado de la chica.",Sarcástico
"Sabía, en lo más profundo de mi corazón, que yo era uno de los buenos.",Sarcástico
"¡Vamos, date una palmadita en la espalda!",Sarcástico
"No, no, la bola del sarcasmo no tiene nada que ver con eso, simplemente disfruto mucho el sarcasmo y necesito encontrar excusas.",Sarcástico
Caminando con una empanada familiar.,Sarcástico
Mi hijo está jugando a ese juego ahora mismo. Me alegra ver que te preocupas por su bienestar.,Sarcástico
"Como comisionado de la NFL, me emociona ver a la generación más joven de nuestro país abrazar el sarcasmo en lugar del fútbol tradicional. Pero ¿por qué detenerse allí? Dado que el fútbol es un deporte bárbaro, también deberíamos cambiar. Demos la bienvenida al nuevo entrenador de los Denver Broncos, Randy Marsh. Felicitaciones, Marsh.",Sarcástico
"Es evidente que cree que tiene un plan, así que, ¡vamos, dejémosle hablar!",Sarcástico
"Vaya, claro que sí. Me encantaría ser el entrenador del equipo de Sarcasmobol.",Sarcástico
"Sí, no queremos que los niños se lastimen jugando al fútbol, pero creo que hay una manera de mejorarlo aún más. ¿Por qué los jugadores no usan protectores?",Sarcástico
"Sin embargo, me pregunto seriamente si las armas son realmente necesarias.",Sarcástico
"Por supuesto, le hizo algo a mi cerebro y ahora no puedo dejar de ser sarcástico.",Sarcástico
¿Por qué no quieres que beba alcohol?,Sarcástico
"Sí, sí, estamos cansados de que nuestros niños se lastimen y se lesionen en el campo. Hagamos del sarcasmobol el deporte oficial en todas las escuelas.",Sarcástico
Esto es genial. Es maravilloso que hayan venido en gran número a mostrar su apoyo al sarcasmo.,Sarcástico
"Si realmente lo pienso, ayúdame, Sharon, ayúdame.",Sarcástico
"Sí, Stan, eso es lo que la gente quiere. No te preocupes, te ves genial.",Sarcástico
"¡Vamos, Broncos, vamos!",Sarcástico
Ya sea en un motel o en un baño...,Sarcástico
"Sí, por supuesto, especialmente después de los reveses.",Sarcástico
"Corten, perdón, lo diré de otra manera. Propongo que hagamos diez ligas de sarcasmoball para que todos puedan participar. ¡Vaya!",Sarcástico
"Sí, me asustó mucho la ofensiva del otro equipo, ya que tenían una línea delantera muy fuerte.",Sarcástico
¿Hacer ejercicio un lunes? ¡Exactamente lo que tenía en mente!,Sarcástico
¿Sabes qué? Tengo un paciente de Alzheimer de cincuenta años esperándome y que ni siquiera recuerda a su familia. Dejemos su caso a un lado y centrémonos en los posibles efectos del sarcasmobol en el paciente.,Sarcástico
"Oh, sí, está bien.",Sarcástico
"Bienvenidos a Roma, donde hablaremos sobre el sarcasmobol. No puedo esperar. Estoy emocionado por hablar sobre el sarcasmobol porque es muy interesante. Me acompaña el entrenador de los Denver Broncos e inventor del sarcasmobol, Randy Marsh. Gracias por estar aquí, Randy.",Sarcástico
"Oh, parece que algunos ex jugadores de la NFL están entrando al campo. Martin Gregors está allí para la seguridad, junto con la defensa de Jim Harrys. Parece que lleva los pantalones demasiado bajos. Alguien debería avisarle. Y también está el talentoso Mike Tetfield, que parece",Sarcástico
"Por supuesto, en este punto no puedo evitar ser sarcástico.",Sarcástico
En el cielo,Sarcástico
Adiós,Sarcástico
"En serio, no",Sarcástico
"Gracias, señor comisionado. Me emociona ser parte de todo esto, gracias.",Sarcástico
¿Qué? ¿Ya terminaste de archivar?,Sarcástico
"No, estaba preguntando si necesitaba llevar una chaqueta con el logo del dólar.",Sarcástico
"Sí, somos tus padres, no podemos decirte qué hacer.",Sarcástico
"Lo siento, lo siento, un momento, no debería ser sarcástico. Déjame intentarlo de nuevo. Escuchen todos, si permiten que sus hijos jueguen al sarcasmo, son brillantes.",Sarcástico
"Sí, yo soy el que inventó el sarcasmobol. No tengo forma de saber cómo entrenarlos.",Sarcástico
"¡Bien hecho, árbitros del juego!",Sarcástico
"Hola, me encanta el sarcasmoball como a todo el mundo. Sin embargo, a veces es tan emocionante que necesito más energía para poder ver un partido completo. Es en esos momentos cuando recurro a una botella de este delicioso jugo cremoso de",Sarcástico
"Estamos muy interesados en las estadísticas, Dan. Queremos ver si existe una conexión directa entre el fútbol y las lesiones cerebrales.",Sarcástico
"¡Genial! ¡Buen trabajo, Cilo! ¡Qué bueno verte en televisión!",Sarcástico
"Vaya, esto es increíble, mi semana acaba de mejorar mucho.",Sarcástico
¡Sé duro con ellos! ¡Muestra amor con compasión!,Sarcástico
"¿Cómo va todo? ¡Genial! Nadie ha resultado herido, los niños están aprendiendo conocimientos valiosos sobre el cariño y la protección, porque eso es lo que importa en el mundo.",Sarcástico
"Cuando dos padres se aman profundamente, ves a Slater.",Sarcástico
"USUARIO, USUARIO, ¿estás celoso de que tenga un pene grande?",Sarcástico
Les encantará. Un deporte en el que la seguridad es lo único que importa. ¿Por qué no lo llamamos sarcasmobol?,Sarcástico
"Gracias USUARIO porque esa siempre fue mi intención desde el momento en que se me ocurrió la idea, sabía que iba a terminar así.",Sarcástico
Me encanta el sarcasmobol. Es mucho mejor que el fútbol. Me alegra que no haya violencia en los deportes. Y el sarcasmobol es más divertido de ver.,Sarcástico
"Randy, antes que nada quiero agradecerte por haber convertido un juego que amamos en una pesadilla. ¡Buen trabajo!",Sarcástico
Estabas hablando de un plan.,Sarcástico
"No, definitivamente no.",Sarcástico
¿Dónde se comprará la leche materna?,Sarcástico
¿Has cruzado el gran río?,Sarcástico
"¡Sí! ¡Vamos Broncos, vamos! ¡Qué sensación tan agradable!",Sarcástico
"Sí, todo el mundo debería llevar sujetador. Y en lugar de cascos, gorros de papel de aluminio, porque estamos en el futuro y no deberíamos ser tan bárbaros.",Sarcástico
Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Dejemos que miles de personas jueguen al sarcasmo y acaben como yo!,Sarcástico
"No, amigo, es fantástico.",Sarcástico
"Gracias doctor, muchas gracias.",Sarcástico
"Sí, porque tengo mucho tiempo para eso, Sharon. De hecho, ¿por qué no preparas una cena de cuatro platos para todos? O mejor aún, una cena de siete platos.",Sarcástico
¿En serio? ¿Crees que existe una conexión real entre el sarcasmo y el sarcasmobol? ¡Qué interesante! ¡Sigue hablando!,Sarcástico
¿Practicar un lunes después de una victoria? ¡Genial!,Sarcástico
"Escuchen todos. Hay algo que deben saber sobre el sarcasmoball: es un juego completamente seguro, sí, muy seguro, tan seguro que todos los niños del país deberían jugarlo.",Sarcástico
"¡Sí, soy fanática de todos tus temas de moda!",Sarcástico
"¿No lo ves? Ya que estamos, podríamos sustituir la pelota por un globo. La persona que atrape el globo correrá mientras los demás jugadores se abrazan.",Sarcástico
"¡No, Lana! ¡Para nada!",Sarcástico
¿De dónde? ¿De la vagina de tu madre?,Sarcástico
"Oh no, es un maldito campo múltiple.",Sarcástico
"Linda llevaba un corsé, Stan.",Sarcástico
"Sí, no, no. Bien hecho por ti.",Sarcástico
"Bueno, se me ha ocurrido una idea aún más brillante: podríamos utilizar los fondos destinados a la investigación del cáncer y de las enfermedades genéticas para crear anuncios que adviertan sobre los efectos negativos del sarcasmo en el cerebro.",Sarcástico
Debemos observar lo generoso que es.,Sarcástico
"Por supuesto, la persona que está fumando al lado de la chica.",Sarcástico
Sabía en lo más profundo de mi corazón que yo era uno de los buenos.,Sarcástico
"¡Vamos, démosles una palmadita en la espalda!",Sarcástico
"No, no, el sarcasmobol no tiene nada que ver con eso, simplemente disfruto mucho del sarcasmo y necesito inventar excusas.",Sarcástico
Llevando un pastel de tamaño familiar,Sarcástico
Ahora mismo mi hijo está disfrutando de ese juego. Me pone feliz ver que se preocupa por su seguridad.,Sarcástico
"Como comisionado de la NFL, me emociona ver a los jóvenes de nuestro país abrazar el sarcasmo en lugar del fútbol tradicional. Pero, ¿por qué detenerse allí? Dado que el fútbol es un deporte bárbaro, también deberíamos cambiar. Demos la bienvenida al nuevo entrenador de los Denver Broncos, Randy Marsh. Felicitaciones Marsh, buen trabajo.",Sarcástico
"Es evidente que cree que tiene un plan, así que ¡déjenle hablar!",Sarcástico
"Cielo celestial, sí. Me encantaría ser el entrenador del equipo de sarcasmobol.",Sarcástico
"Sí, no queremos que los niños se lastimen mientras juegan al fútbol, pero creo que tengo una manera de mejorarlo. ¿Por qué los jugadores no usan sujetadores?",Sarcástico
"Sin embargo, me pregunto sinceramente si las armas son realmente necesarias.",Sarcástico
"Por supuesto, le hizo algo a mi cerebro y ahora no puedo dejar de ser sarcástico.",Sarcástico
¿Por qué no quieres que beba alcohol?,Sarcástico
"Sí, sí, estamos cansados de que nuestros niños se lastimen y se lesionen jugando en el campo. Hagamos del sarcasmobol el deporte oficial en todas las escuelas.",Sarcástico
Esto es genial. Es maravilloso que tanta gente haya venido en gran número a mostrar su apoyo al sarcasmo.,Sarcástico
"Si realmente lo pienso, ayúdame, Sharon, ayúdame.",Sarcástico
"Sí, Stan, eso es lo que la gente quiere. No te preocupes, te ves genial.",Sarcástico
"¡Vamos, Broncos, vamos!",Sarcástico
Ya sea en un motel o en un baño...,Sarcástico
"Sí, por supuesto, sobre todo después de las malas experiencias.",Sarcástico
"Corten, disculpen, voy a intentarlo de nuevo. Sugiero que deberíamos tener diez ligas de sarcasmo para que todos puedan participar. ¡Vaya!",Sarcástico
