comment,category
new co-worker seems like nice enough guy,1
45-minute phone call to credit card company goes great,1
ponds institute tops 1997 cosmopolitan college poll,1
guy looking to feel horrible about aspect of everyday life decides to watch documentary,1
hillary clinton practiced dodging trump's 'hugs' before the debates,0
newspapers piling up on dead homeowner's doorstep,1
"physically fit, emotionally stable kim jong-un addresses un after finally getting nuclear ambitions out of system",1
andy samberg casts a spell over donald trump's 'witch hunt' claims,0
the bhikkunis: exploring the history of female monks in thailand,0
how a group of outcast teen boys taught me the value of youth sports,0
uc davis chancellor linda katehi placed on leave over claims of ethics violations,0
big day at the united nations,0
nation admits it probably going to come out of this having learned completely wrong lessons,1
this is the advice colin powell gave hillary clinton on using private email,0
private eye's office ransacked for fourth time this month,1
wanda hallburton's gps guide for positive self-talk,0
the 20 funniest tweets from women this week,0
bear family pool party is the cutest backyard invasion ever,0
james holmes shows up to court wearing glasses with eyeballs dangling out on springs,1
joe zee talks about the least glamorous part of his job,0
humanitarians shouldn't have to risk their own lives in order to save others,0
supreme court justice benatar orders army to stop using sex as a weapon,1
man holding hands with pregnant woman must have weird fetish,1
brain-dead americans defend brain-dead florida woman,1
longtime heckler just kind of fell into heckling,1
police horrified by grisly remains of taco bell meal,1
drummer's girlfriend thinks he should sing,1
kansas city-area waiter gets world series ticket as a tip,0
7-year-old puts on uno face,1
dental hygienist sick of being lied to,1
gold bond spokesman grudgingly admits it makes your balls tingle,1
sony releases new earbud detangling spray,1
gorgeous 25-year-old dead at 79,1
new 'time' to keep everything from happening at once,1
local oaf not sure what part of counter you order at,1
"on 18th birthday, bindi irwin shares photo of steve irwin full of 'love and light'",0
buick introduces new self-buying car,1
"'well, that was cool,' say archaeologists before dumping bones of king richard iii back into hole",1
evan rachel wood is finally getting paid as much as her male 'westworld' costars,0
tearful elon musk warns about dangers of ai after having heart broken by beautiful robotrix,1
uninformed buffoon barely comprehends conversation about taylor swift,1
walletless biden found handcuffed to bedpost,1
journalist walks off tv show when it won't address real cause of orlando shooting,0
nation's teen drug problem ended by rapping cartoon spokesbeast,1
"how a night with arianna huffington changed my life (also, she smells really good)",0
swiping right on a hottie? hold on a second,0
president trump's judicial nominees drive samantha bee to drink,0
"say goodbye to twitter eggs, not trolls",0
fcc chairman overturns decision to cancel 'party down',1
"our homes, ourselves and creating the perfect stress-free environment",0
trump dismisses accusers as women,1
site 'liar liar trump on fire' gets creative with fact-checking the republican nominee,0
can the green bay packers get back on track in minnesota?,0
passengers terrified when engine cover rips off plane bound for hawaii,0
a political obituary for the president's son-in-law,0
"what is mindful eating, and how do you practice it?",0
earth's successful completion of orbit around sun inspires woman to reflect on eating habits,1
melania idly wonders if she would get heads-up about nuclear missile headed toward new york,1
poll finds majority of  americans would like things to go right for once,1
smithsonian acquires rare photograph where whole family looks really nice,1
iran arrests fashion models in social media crackdown,0
end gun violence by repealing not enacting legislation,0
local man casually mentions upcoming birthday,1
new stamp honors 41-cent stamp,1
gummy bears born conjoined,1
stray pit bull stuck in tire is set free... and gets a sweet surprise,0
"'i want to be with someone else,' says woman who must think 3-time hyundai sales leaders grow on trees",1
senators wish domenici would bring dog to work more often,1
the immorality of trump's new travel ban,0
remembering high school,0
why i love my mom jeans,0
"thanks to game of thrones, archery is now cool. you can actually do it & get fit. here's how.",0
world unites in desire to have a little more time between terrorist attacks,1
finding purpose in the universe,0
the overlooked way that companies can make workers more loyal,0
limits or limitless?,0
guy who got laid off just glad multi-national corporation will make it,1
visa fires bob dole,1
college freshman experiences first tantalizing taste of freedom waiting in line at burrito station while parents find table,1
"you've just been slammed, slam poetry",0
chipotle mayo doing all the heavy lifting in sandwich,1
what's your upside,0
is a four-day school week a good idea?,0
man vows never to watch another sci-fi movie with physicist friend,1
"someone threw the 'veep' music over that awkward trump non-signing, and it's fantastic",0
trump praises saddam hussein again â€” this time for killing terrorists 'so good',0
kansas city royals grab 2-0 lead in 2015 world series,0
demi lovato absolutely slays cover of adele's 'hello',0
an american dreamer in the age of trump,0
this is lazy-girl chic at its finest,0
two dead after shooting at oklahoma city airport,0
little tobacco hit with $3.5 hundred lawsuit,1
the gop tax plan tells us everything about who matters in american democracy,0
elizabeth taylor watches cleopatra alone in dark,1
"bloodied, bruised john kerry emerges victorious at kickboxing tournament in bangkok prison",1
a new shade of green collaborations taking shape in boulder,0
hispanics expected to become majority of u.s. population by middle of father-in-law's rant,1
area man already knows which chicken tender he's saving for last,1
the new 'batman v superman: dawn of justice' trailer totally delivers,0
my birthday is a day of infamy,0
wedding videographer clearly shooting side project during ceremony,1
milkshake almost ruined by breakup,1
"when disaster strikes, mothers and newborns are the most vulnerable",0
hillary's last ditch effort - the final speech,0
warren buffett gives single largest charitable contribution,0
december's people,0
brad pitt called before congress to testify about bicep regimen,1
kuwait starting to notice girls,1
mental illness determined not to let stigma of area man define it,1
donald trump uses fbi email announcement to attack hillary clinton in new ad,0
critics blast al gore's documentary as 'realistic',1
study: humans began domesticating animals to comfort children whose parents split up,1
legendary broadcaster dies at 82,0
joe biden: being vice president is 'a bitch',0
can the u.s. and india create an enduring entente?,0
"spielberg panics, adds comical groin injuries to 'lincoln'",1
mom in nightgown mode,1
naÃ¯ve detective suspects fair play,1
girl cries after mlb star traded; he takes her for pizza,0
colin powell has no plans to endorse or speak at either convention,0
"in hunt for new antibiotics, scientists look at bacteria in insects' stomachs",0
powerful 'his and hers' towel lobby stalls gay marriage legislation,1
man claiming to be boko haram leader appears in new video,0
pope francis sneaks leftovers to false god moloch at back door of st. peter's basilica,1
the average nfl career lasts just 3 years. this player is focused on what happens next.,0
the harvey weinstein scandal should be a message to all men,0
bush arrives at debate wearing flight suit,1
learning from a complex communications experiment in my own home,0
global political crises boil down to two words: fossil fuels,0
mysterious benefactor leaves coupon book to dozens of local establishments in man's mailbox,1
ty cobb returns to old private practice in enchanted forest toadstool,1
excitement shifts to concern after coworker brings baked goods into office for fourth consecutive day,1
video-game character feeling healthier after eating turkey leg off ground,1
tammys of the world demand to be taken seriously,1
trump keeps citing a paris agreement study that seriously misses the point,0
area dad off to bad start with waitress,1
lena dunham matches the red carpet,0
uber gave government millions of users' data,0
parents finally cave and buy 33-year-old son playstation 1,1
hero firefighter: 'i'm a hero',1
supreme court to hear challenge to public sector unions,0
joe biden tries to tamp down house dems' anger over deportation raids,0
pregnant women asked to leave convention hall during ted cruz speech for safety of developing fetuses,1
area man fills important 'demand' role in economy,1
san francisco photographer shits out another bridge photo,1
"finally, a web series that navigates the horrors of being a 'woman online'",0
kevin pierre-louis is tackling depression stigma by sharing his own experience,0
report: national average now 604,1
shadow government getting too large to meet in marriott conference room b,1
tiger always checked out of local zoo,1
middle east crisis traced to trouble-making genie,1
alex trebek deftly prolongs agonizing small talk,1
"'the case, mr. kerry, give me the case,' demands malaysian ambassador holding dangling john kerry from petronas towers skybridge",1
"nation offsets carbon footprint by planting single 300,000-foot-tall tree",1
why have there been so many anti-gay attacks in dallas?,0
"if twitter can #addclimatechangetotv, then maybe trump will pay attention",0
audiobook narrator really going for broke with cajun accent,1
the hollywood boys' club that supports casey affleck is a total disgrace,0
man jailed for social security scam set up by late father in 1945,0
man feeling guilty about chowing down at 9/11 museum cafÃ©,1
flying squirrel loves it every time,1
mike pence wonders if an iranian scientist was executed because of hillary clinton's emails,0
last dog at the shelter receivesÂ the sweetestÂ farewell party,0
teach for america celebrates 3 decades of helping recent graduates pad out law school applications,1
collection agency holding nation as collateral until trump pays off business debts,1
there's a serious shortage of psychiatrists in the u.s.,0
nation suddenly concerned about black man's opinion,1
lowe's debuts new travel plunger with collapsible handle,1
free-range chicken makes it to bolivia,1
biden opts out of putting last few felonies on job application,1
child subjected to elaborate hairdo,1
report: one in three americans will get dessert if someone else does,1
video shows transphobic man preaching in target getting shut down by customer,0
teen on brink of experiencing incredible journey of motherhood instead asks boyfriend to use condom,1
"adam sandler fans disappointed by intelligent, nuanced performance",1
nation sick of looming stuff,1
"6 months of trump, 6 lessons learned",0
t.j. maxx job application just asks prospective employees how much they plan to  shoplift,1
grin slowly spreads across mom's face as meal revealed to contain healthy ingredients,1
this underwater technology harnesses ocean waves to make renewable energy,0
shy friend experimenting with personality,1
85 percent of u.s. cole slaw remains uneaten,1
hayley williams and rocker husband chad gilbert split after nearly 10 years together,0
high school students protest racist language by staging a walkout,0
christmas tree still sitting on curb outside rockefeller center,1
liu xiaobo - going to be pretty tough for the chinese government to kill now,1
study finds majority of urban households located in roller rink deserts,1
new york giants release josh brown amid horrifying abuse revelations,0
aging at home: does it have to be an uphill climb?,0
man clearly gamed 'which teenage mutant ninja turtle are you?' quiz to get raphael,1
"prince harry, meghan markle debating between hawaiian luau- or 'x-files'-themed wedding",1
gop senators aren't ready to accept trump as their champion,0
amazon fires warehouse worker who took unauthorized breath,1
americans say the white house is creating more problems than it solves,0
"dc executive worried batgirl script not interesting enough to be movie, 3 more movies, 2028 reboot and 4 more movies",1
why no more than a dribble of outside spending in kansas?,0
man surrounded by loved ones feels awkward being only person dying,1
gop rep's office got a student suspended for cursing while asking for gun control,0
aclu stresses that it legal to film garbage men in all 50 states if you really need to,1
1-800-eat-shit finally publishes decades of reckless-driving data,1
crush lasts entire bus ride,1
"another poll: the continuing, debilitating impact of workplace stress",0
neil armstrong's wife glad to finally get rid of all the space hobby crap,1
president trump's iran deal message to north korea: do not trust washington,0
sign of the times: local governments cross the line with signage restrictions,0
trump preemptively tells melania he won't give her a kidney,1
least avid sports fan tasked with fetching the next round,1
verb to follow noun; prepositional phrase to follow,1
breaking: ufos spotted on classy porcelain dinnerware,0
"supermodel stephanie seymour arrested, charged with drunken driving",0
unstable man plots to bring guns to schools,1
man builds rad all-terrain wheelchair that looks like a tank for war hero dad,0
it's time for congress to join the fight against food waste,0
friend attempting to provide comfort has no clue what the fuck she's talking about,1
"senate hopeful wants to woo black voters with 'kool aid, kfc and watermelons'",0
elizabeth warren's pick wins ohio's democratic gubernatorial primary,0
"more than 160,000 evacuated from worst-ever floods in malaysia",0
network pushes the 'dumbing it down' envelope,1
usher to put shirt back on when usher ready to put shirt back on,1
"domestic terrorists organizing online are 'real threat,' doj warns",0
4 personal tips to set up for sleep success,0
money spent for old time's sake,1
nation shocked cop facing punishment for murder,1
here's a deleted 'broad city' scene you've never seen before,0
trump's travel ban does nothing to stop the most deadly form of terror in the u.s.,0
san andreas fault feels terrible for what it's about to do,1
new stem education initiative inspires girls to earn less than men in scientific career,1
area man marks territory on bench with sweaty thigh outline,1
marco rubio wins puerto rico primary,0
john f. kennedy makes rare appearance at kennedy center honors,1
whatsapp finally adds fully-encrypted video calling service,0
how to give your bedroom a polished look,0
luxury-craving nation confidently squandering income at pre-2008 levels,1
here's why you shouldn't take selfies with pythons,0
the mayor in this city goes door to door to increase student success,0
mom keeping tabs on coyote situation,1
the top italy tours for 2015,0
you are who your pet thinks you are,0
iran denies making deal with u.s. to ship nuclear material to russia,0
this is what happens to your skin during a chemical peel,0
johnson & johnson wins reversal of $72 million verdict over talc cancer risks,0
"bush posts classified ad for 90,000 troops",1
"pulitzer prize winning play, and a winning director, too",0
conor walton: contemplating higher things,0
phalanx of lawyers stares hungrily from back cover of phone book,1
uncovered california: community college students' quest for mental health services,0
local gym teacher loves forcing children to dance,1
man in solitary confinement can't break with reality fast enough,1
leftover bugles still stuck to trump's fingers during bill signing,1
"'active shooter at large,' reports endless background hum of modern american life",1
voters tune into vp debate to find out what race would look like if this was normal election year,1
"harry connick, jr. dies in piano fire",1
plant dead because of you,1
scalia bundles up in fur robe in preparation for d.c. blizzard,1
inhibitions dropped after first sip of beer,1
biden clenches plastic beer cup in teeth to free hands for clapping,1
partygoer gets thoughtful,1
"pope francis says his time as pope will be short, misses pizza",0
there is a shortage of male teachers of color. nyc is working to fix that.,0
"stop calling young adults ""college kids""",0
jailed al jazeera journalist released,0
"rerun of $25,000 pyramid adjusted for inflation",1
loss of virginity more humiliating than original virginity,1
reda kateb takes an oath in hippocrates,0
study: retired dads busier than ever,1
kate mara's angelic emmy dress nails it,0
oxford student wins prize for photo of atom taken with dslr camera,0
justin bieber invites controversy with cornrow pic,0
melo's hat game > knicks' triangle offense,0
nation stunned as man buys newspaper,1
nick jonas breaks silence on olivia culpo split,0
"news roundup for august 29, 2017",0
a good news story about 'imperfect' pregnancy,0
stunning day of the dead portraits capture the holiday's unique beauty,0
obama's embarrassing ska album resurfaces,1
donald trump wouldn't have had the ready cash to self-finance entire campaign â€” analysis,0
'you thought you could get rid of me?' says cassini probe emerging from shadows to confront petrified nasa administrator,1
shake it off: what i learned from a negative review,0
10 super chic holiday party ideas you'll wish you thought of first,0
report: average consumer puts blind faith in 87 corporations per day,1
bernie sanders' jumpshot is more impressive than his primary win,0
real-life family feud offers no fabulous cash prizes,1
missouri governor accuses ferguson police of attacking michael brown's character,0
"a u.s. cyclist made sure she won gold, then collapsed to the ground",0
mother's day -- more than once a year,0
"dear conservatives, let's not ruin 2015 like we ruined 2014",0
nervous steve bannon binge-eats entire class of interns amid calls for removal,1
mitch mcconnell is your doctor now,0
tim scott: every senator should read coretta scott king,0
lifeguard hoping to make up for last summer,1
"senate passes $1.3 trillion spending bill, sends it to trump",0
pence tells emotional story of longtime friend who was aborted after second trimester,1
spicer denies that ending maternity care guarantee would mean women pay more for health care,0
america is globally shamed for its pathetic minimum wage,0
debbie wasserman schultz faces tough primary without help from democratic campaign arm,0
oliver north blames school shootings on ritalin,0
man avoids messing with texas,1
catchphrase from 'the love guru' overheard,1
captivating photos give a glimpse into the lives of military personnel,0
visit home referred to as vacation by parents,1
over 300 women chime in after l.a. times details director's sex abuse reputation,0
officials: afghan taliban ready for open peace talks,0
office manager unveils new rule,1
#dearbetsy campaign implores donald trump's education pick to protect campus rape rules,0
much-criticized media vows to return to softball tactics,1
coworker hastily leaves break room to avoid 'here comes the boom' spoilers,1
eddie redmayne wins best actor at the globes,0
"bloody, detached hand of bears' player still in julius peppers' facemask",1
historical archives: amazing publick spectacle!,1
advertising executive gets in touch with inner-child demographic,1
daily meditation: divine dance,0
"nevertheless, she persisted: a year after the first women's march, energy is still high",0
report: 84% of americans currently contestants,1
binge-watching netflix is making you feel lonely and depressed,0
new boyfriend charming pants off baskin-robbins staff,1
subway drops jared fogle as spokesperson,1
the perfect break-the-fast dishes for your yom kippur buffet,0
"despite iffy reviews, 'batman v superman' takes over box office",0
perfect gift for boring asshole found at crate & barrel,1
god recalls collaborating on joint vision of humanity with deceased creative partner,1
older brother of omran daqneesh dies from injuries sustained in airstrike,0
opposition calls for turkish vote annulment after erdogan wins powers,0
ballet hispÃ¡nico is giving latino artists a voice they deserve,0
people are going nuts over disturbingly realistic penis lipsticks,0
jeff sessions reportedly revives probe of uranium one deal,0
"now the texas governor wants blake farenthold to repay your $84,000",0
obama revises campaign promise of 'change' to 'relatively minor readjustments in certain favorable policy areas',1
plan to be more positive off to shitty fucking start,1
sweatshirt string emerges triumphant after harrowing journey through hood,1
i was hit by the car attack in charlottesville,0
"restaurant bans tips, will pay servers a livable wage",0
annoyed reince priebus forced to wait in line behind other exiting white house staffers,1
chrissy teigen poses in her bra with teddy bear post-met gala,0
sausage storm grounds nation's airliners,1
5 things to do the minute you retire,0
moral tacked onto end of man's life,1
dog or lena dunham?,0
monkfish wishes monkfish weren't all the rage,1
antarctic observational comic running out of ideas,1
"ailing castro begins 750,000 last words",1
why chinese parents don't say 'i love you',0
red carpet organizers regret only renting one porta potty,1
sports-related murder provides perfect local-news segue,1
"the first trailer for 'snowden,' starring joseph gordon-levitt, is practically a rÃ©sumÃ©",0
"police chief says there just a few bad, deeply ingrained prejudices giving all cops a bad name",1
woman duct-tapes her dog's mouth and brags about it,0
women film themselves on a double date and one dude ruins it,0
cnn discovers elegant way to call bulls**t on donald trump's bulls**t,0
only jewish kid in class asked to talk about holocaust remembrance day,1
area man going to go ahead and consider that a date,1
"hey, taylor swift, caitlyn jenner got a call from kanye too",0
millions of people prince william would never deign to speak to captivated by royal wedding,1
5 weight loss habits that are making you gain weight,0
tribe prepares to keep up pipeline protest through north dakota winter,0
kerry's face droops with joy over latest polls,1
how the world's worst ebola outbreak started from a single child,0
area man so sick of having to explain family members' political views to them,1
"meet charth vader,the 7-year-old 'villain' who will melt your cold and icy heart",0
gop senator tries to take zika money hostage over obamacare cuts,0
9 excellent reads for labor day weekend,0
what gop hopefuls think of tom cotton's iran bombing claim,0
felipe the bastard king,0
"brandy norwood: 'i stopped believing in god, lost my faith... i was depressed'",0
terrified laptop wakes up inside case,1
area horse hung like horse,1
amy schumer plays a revealing game of 'would you rather',0
"middle east small talks to focus on getting israel, palestine to discuss weather",1
texas governor legalizes previously banned wrestling move,1
investigation confirms nbc management had no knowledge of misconduct in matt lauer's network-sanctioned sex dungeon,1
america's 'hamilton' obsession is officially shaping the future of money,0
"'new hampshire' episode 4: not just for old, white people",0
university quickly slaps together rinky-dink ceremony for anyone graduating in december,1
the oldest people in the world share their secrets,0
"power companies could use drones to save lives, cut costs",0
man eating mcchicken sandwich can tell mcdonald's switched up antibiotics,1
department of labor study confirms your job most demanding,1
20 last-minute mother's day gifts that will still arrive in time,0
dozens wounded as man defends box of wheat thins from invading coworker horde,1
celebrity disappointed after meeting fan,1
9 things you're doing that drive your doctor crazy,0
'missed connection' ad obviously cheney,1
paddle into history in the first los angles river boat race,0
'guardians of the galaxy' director masterfully trolls marvel executive impersonator,0
gay comptroller tired of being referred to as 'that gay comptroller',1
apple recalls thousands of earbuds that unexpectedly bloomed,1
the u.s. is driving less and still building more highways,0
"cnn graphic designer asked to combine dollar sign, syringe, fighter jets, panda",1
"as chevy ends award-winning sustainability plan, the climate is just as screwed as ever",0
this black woman is turning the white investing world on its head,0
ron paul supporter likes the way paul tells it like it has no chance of being,1
kinko's patron pulls the old copy-key switcheroo,1
"gop senator sorry for joking about mammograms, but still won't cover them",0
12 juicy berry recipes that taste like summer,0
"the new york times defends covering hacked democratic emails, even if it helped russia",0
mourners unable to comprehend last 20 minutes of kubrick's life,1
tom cruise shares frightening slow motion video of ankle-breaking stunt,0
'the walking dead' set to 'another one bites the dust' makes perfect sense,0
obamacare repeal could be more difficult than house republicans think,0
boxing coach wishes just once he could mentor someone who has already fully worked through childhood trauma,1
"loose-lipped rudy giuliani does not represent u.s. on foreign policy, warns state department",0
the world's oldest living cat has died,0
dad announces plan to honk when he's out front,1
night out thrown off-balance by friend unexpectedly bringing someone,1
"sure, area man can watch your cat while his life is falling apart",1
planet fitness offering new lights-off hour so no one can watch you work out,1
space under boardroom table a complex web of feet massaging various genitals,1
americans pool together $945.23 to counteract corporate money's influence in politics,1
'this is us' is finally going to tell us how jack died,0
man looks on helplessly as variants of his nickname evolve and multiply at breakneck speed,1
an astronaut's suggestion on how to fix politics would be expensive but probably pretty effective,0
"sinatra, hope, reagan deadlocked in race to grave",1
xabraxian astronomers discover new planet,1
cancer researchers develop highly promising new pink consumer item,1
aerobics show used for almost completely non-aerobic purpose,1
portraits of sikh men reveal the diverse beauty of turbans and beards,0
adorable kids ask pharrell hard-hitting questions about his new book 'happy',0
exciting new app allows users to be pawns in 26-year-old ceo's little game,1
post-modern condition upgraded to pre-apocalyptic,1
secret australian government documents found in cabinets from secondhand store,0
"hillary clinton spends busy day fueling speculation, not ruling things out",1
james franco skips award ceremony after sexual misconduct accusations,0
man not sure what to do about vet's request for dog-urine sample,1
parkland survivors call out media for ignoring gun violence in black communities,0
new documentary focuses on life of eva braun's late husband,1
james comey just exposed his own hypocrisy on hillary clinton's emails,0
kentucky clerk asks court to force governor to let her deny gay marriages,0
"news roundup for may 31, 2017",0
"eric trump hooks donald jr. up to xbox, ipad, roomba to practice passing polygraph test",1
sophie larios' gps guide for a solid night's sleep,0
confounded pollsters admit there no way of predicting mercurial behaviors of beguiling female vote,1
"area man's got a ton of shit on his mind right now, okay?",1
dennis hastert argues humiliation over sexual abuse allegations is punishment enough,0
this gay couple shares the beautiful story of how their family formed,0
webster's reluctantly adds 'melty' to english lexicon,1
rolling stones: is there humor to be found in their age?,1
child's loose grasp on balloon only thing between peace and anarchy at restaurant,1
man brings visiting parents into office to meet coworkers who can't stand him,1
stripper does adequate job,1
6 summer salads you'll actually crave,0
area ceo doesn't have time for this shit,1
'open sesame' are  not always magic words,0
california's best answer to prison overcrowding,0
ellen responds to las vegas massacre in most beautiful (and most ellen) way possible,0
two conferences spotlight the muslim world's struggle to counter militancy,0
archaeologists discover cave where ancient humans first had to pretend to like friend's art,1
leap of faith,0
report: texting while driving okay if you look up every couple seconds,1
haunted hayride makes extra-spooky turn onto interstate,1
how clinton donor got on sensitive intelligence board,0
nanny appears in child's drawings more than mother,1
republicans anxious to repeal and replace law of gravity,0
"all-american ticket hails from alaska, panama canal zone",1
alzheimer's and making peace with god,0
does your writing reveal secrets about your leadership?,0
obama not sure how to handle compliment,1
"top 3 reasons why 400 ppm co2 is/is not the end of the world, or how i learned to stop worrying and love air conditioning. part 1: the numbers",0
britain's labour party readies for potential leadership battle,0
kit harington just made his proposal to rose leslie sound pretty nsfw,0
'orcs of new york' is the 'hony' parody even sauron would adore,0
chris penn's body double really letting self go,1
this senate candidate explains how god-awful and life consuming fundraising is,0
bruce springsteen concert totally changes area man's mind about voting,1
will the trump administration ever acknowledge climate change?,0
monica lewinsky: 'i'm not alone anymore' thanks to the me too movement,0
kirk franklin blasts creflo dollar's $65 million private jet campaign,0
want to pass bills in the texas legislature? try bipartisanship.,0
cowpoke lassoes calf while perched on moving cop car,0
"white attacker allegedly tells black man, 'i can kill you and nothing will happen'",0
gop leaders say they're not giving up on repeal vote this week,0
judge schedules hearing in reopened 'serial' case,0
all 5 living former u.s. presidents to attend hurricane relief concert,0
j. k. rowling mocks donald trump with magical 'harry potter' taunt,0
congress can't remember last time it got together and legislated like this,1
overworked nation wishes it could just unplug from it all like puerto rico,1
house democrats on record-breaking fundraising pace,0
i'm not an empty nester. i'm just sharing my daughter with the world.,0
cosme: an invitation always accepted,0
report: store out of good kind,1
james corden asks what everyone wants to know about omarosa,0
growing up black and gay in the south,0
poll: millennials more open to idea of slavery reparations,0
"bo, sunny obama announce selection of artist for their official portraits",1
lin-manuel miranda disses donald trump in 'my shot' remix on 'snl',0
facebook takes a step toward virtual reality with new 360-degree videos,0
rest of world not biting on couple's open relationship,1
ohio police chief: senseless killings by cops 'making us all look bad',0
ellen degeneres prepares to host academy awards by spending eight hours a day in oscars simulator,1
obama always freaked out by people standing above him smiling whenever he signs bill,1
china excludes same-sex couples from domestic violence law,0
smoking ban collapses fragile prison economy,1
gifs: the memphis grizzlies weathered this epic oklahoma city thunder storm,0
area man knows exactly which relatives would be problem if he ever came into money,1
sunday night's supermoon was incredible â€” but deadly for these animals,0
court rules 'cannibal cop' can fantasize about whatever he wants,0
"horseconnect, the social network for horses, bought for $1 billion",1
burmese python shocked at amount of stress man holding in his neck,1
friendship blossoms into unrequited love,1
doctors: cancer patients who watched the onion's amazon pilot daily showed signs of remission,1
robert downey jr. volunteers to voice mark zuckerberg's real-life jarvis,0
5 summer recipes you can bring anywhere,0
samantha bee goes full 'schoolhouse rock' with video about rape kit bill,0
philippine hitman says he heard duterte order killings,0
nation too sad to fuck even though it's what prince would have wanted,1
universe feels zero connection to guy tripping on mushrooms,1
girlfriend talks through whole goddamn commercial,1
new mcdonald's sandwich offers free wi-fi,1
"new snack chip evades digestive system, burrows straight into heart",1
baby found on doorstep moved to neighbor's doorstep,1
yoga master: diamond dallas page's reluctant destiny,0
donald trump cancels press event with black pastors after finding out they're not endorsing him,0
new study finds being on cover of 'people' magazine best predictor of revealing all,1
report: strongest human relationships emerge from bashing friend who couldn't make it out,1
chris stapleton had no idea who adele was when she covered his song,0
"9 ways you're failing at life, according to old school latino parents",0
area man a little too old to have obama fever,1
jellyfish falls short of dream to kill diana nyad,1
huffpollster: president trump's base is sticking with him,0
latinos and the 2014 elections: five reasons to vote in november,0
this stepmom and biomom's relationship is parenting #goals,0
john boehner: we should know if paul ryan is running for speaker soon,0
"'any song can be sad if it has sad memories attached to it,' report newly single sources",1
this new emoticon perfectly explains all your feelings,0
today's buddha doodle - how to change your future,0
lingerie-wearing boehner: 'we still have a very pretty speaker of the house',1
the psychology of color,0
woman devises latest delusional scheme for burning extra calories during workday,1
things get chilly between ted cruz and marco rubio,0
the clever way starbucks customers are insisting 'black lives matter' is heard,0
"'everything's $10,000' chain goes out of business",1
family at restaurant reminds grandma what food she likes,1
bourbon helps carpet salesman forget about carpeting for awhile,1
how the media devalue women,0
'daily show' eviscerates trump's black and white view of law and order,0
michael bloomberg states support for bloomberg politics after report he's soured on star journalists,0
open letter to all potential mayoral candidates (a response would be nice),0
ally sheedy knows you still think of her as an '80s basket case,0
pictures of smiling group of people taken where john lennon was murdered,1
man trying to leave hateful message at local synagogue frustrated phone line always tied up with other threats,1
naked man mingles freely in locker room,1
the aftermath of an alleged chemical weapon attack in idlib,0
mozambique devises national plan to end child marriage,0
"'as you can see, they are quite harmless,' says uber representative guiding detective through warehouse of sleeping autonomous cars",1
report: 92% of americans would have gotten over ex by now,1
congress confused by $500 million in trump's budget allocated for 'laser stuff',1
best buy employee wearing different colored shirt for some reason,1
coworker with two computer screens not fucking around,1
moronic mailroom worker worked way down from ceo,1
dog brothers can't get enough of their new duckling siblings,0
jared leto may play the joker in 'suicide squad',0
the top 10 wedding toast faux pas,0
you are where you eat,0
space shuttle endeavour: what's in it for me?,1
rattlesnakes have been observed,0
disgruntled bandmates worried rivers cuomo's wife becoming the fifth weezer,1
"new ketchup gets horrifying look at grisled, almost empty bottle it replacing",1
"oil train derails, spilling crude in columbia river gorge",0
rouhani and reformers wins big in first iran's post-nuclear deal election,0
"the president wore a tan suit, broke the internet",0
g20 leaders must turn the tide on inequality and climate change,0
proof that human alex jones is most certainly not part reptile,0
scott used to stop breathing nearly 40 times an hour. this device changed his life,0
not even bill o'reilly believes mike pence's nonsense about women voters,0
new study finds humans may have some capacity for compassion,1
at least 16 killed in deadly attack at ivory coast resort town,0
pier 1 issues formal apology for rattan death march,1
report: this movie old enough that they might have actually hurt dog,1
area woman marries into health insurance,1
male marsh wren chirping his balls off to attract mate,1
eating entire box of donuts not originally part of evening's plan,1
the u.s. might be getting closer to expanding its isis fight,0
robert kirkman shoots down that huge 'walking dead' fan theory,0
embattled rove seeks asylum in scarborough country,1
doll overstays dollhouse welcome,1
calculus problem hits too close to home,1
trevor noah: 'moms are just like superheroes without the capes',0
stephen colbert: it's time for john kelly to spank the president,0
knowing hillary,0
hypnotist looking for gimmick to set him apart from other hypnotists,1
local cat attempts world record for things sat on,1
can't bear to watch the election? the weather channel will offer an escape,0
17 sweet water toys and swim essentials,0
confessions of a secret dog stalker,0
'downton abbey' season 6 trailer previews an emotional goodbye,0
senate bill 720: making it a crime to support palestinian human rights,0
"on the steps of the supreme court, too happy to hate",0
"barksdale, inspiration behind characters on 'the wire,' dies in federal prison",0
teen jumps on whale shark like it's nbd,0
man has never given single definitive yes to any invitation he's ever received,1
"gett: the trial of viviane amsalem or, the craziness of israeli society",0
the king of credit card fraud,0
nation's ever so malleable simpletons fluttering between candidates like shuttlecocks through every moment of debate,1
"census bureau: 9,000 to 15,000 people work at census bureau",1
"nation's still-undecided voters: 'help, we can't get our car seatbelts off'",1
"the actual rohingya death toll is 22 times higher than official estimate, survey shows",0
the powerful new play breaking the silence about sexual violence,0
"bonobo embarrassed after walking in on parents, siblings, cousins, friends, partner having sex",1
16 dinnertime struggles all parents have with their kids,0
paul hogan keeps pitching crocodile dundee saturday-morning cartoon,1
area man visits haiti to check up on $10 donation,1
"hillary clinton pleasantly surprised after finding old $20,000 donation check in coat pocket",1
call from daycare can't be good,1
loretta lynch: spike in anti-muslim hate crimes is a 'stain on our nation's very soul',0
historical archives: immoral woodcut discovered in hay loft,1
